Код,Наименование,Биоматериал,Тип результата,Лаборатория исполнения,"Алматы, СРОК","Партнерская цена, в тенге.",Цена для клиентов на сайте checkdoc
146ГП,"Генетические факторы мужского бесплодия (гены AR, CFTR; AZF-регион) (Genetic Factors of Male Infertility (Genes AR, CFTR; AZF-Region))",Цельная кровь,Описание результата врачом - генетиком,МСК,до 20,  173 360 ,  242 704 
7661I,Нарушения сперматогенеза: расширенная панель (AZF-регион) (Impairment of Spermatogenesis: Full Panel (AZF-Region)),Цельная кровь,Описание результата врачом - генетиком,МСК,до 13,  110 176 ,  154 246 
7661БЗ,Нарушения сперматогенеза: расширенная панель (AZF-регион) (без описания результатов врачом-генетиком) (Impairment of Spermatogenesis: Full Panel (AZF-Region) (without Description)),Цельная кровь,Кач,МСК,до 10,  103 120 ,  144 368 
108ГП/БЗ,"Хочу стать мамой: осложнения беременности (гены F2, F5, MTHFR, MTRR, MTR, ACE, AGT, RHD) (без описания результатов врачом-генетиком) (Want to Become a Mother: Pregnancy Complications (Genes F2, F5, MTHFR, MTRR, MTR, ACE, AGT, RHD) (without Description))",Цельная кровь,Кач,МСК,до 17,  166 016 ,  232 422 
131ГП,"Склонность к тромбозам при беременности: минимальная панель (гены F2, F5) (Thrombotic Tendency in Pregnancy: Minimum (Genes F2, F5))",Цельная кровь,Описание результата врачом - генетиком,МСК,до 13,  12 984 ,  18 178 
131ГП/БЗ,"Склонность к тромбозам при беременности: минимальная панель (гены F2, F5) (без описания результатов врачом-генетиком) (Thrombotic Tendency in Pregnancy: Minimum (Genes F2, F5) (without Description))",Цельная кровь,Кач,МСК,до 10,  9 320 ,  13 048 
140ГП,"Привычное невынашивание беременности, в т. ч. склонность к тромбозам при беременности: расширенная панель (гены MTHFR, MTRR, MTR, F2, F5) (Habitual Miscarriage, Thrombotic Tendency in Pregnancy: Extended Panel (Genes MTHFR, MTRR, MTR, F2, F5))",Цельная кровь,Описание результата врачом - генетиком,МСК,до 13,  15 992 ,  22 389 
140ГП/БЗ,"Привычное невынашивание беременности, в т. ч. склонность к тромбозам при беременности: расширенная панель (гены MTHFR, MTRR, MTR, F2, F5) (без описания результатов врачом-генетиком) (Habitual Miscarriage, Thrombotic Tendency in Pregnancy: Extended Panel (Genes MTHFR, MTRR, MTR, F2, F5) (without Description))",Цельная кровь,Кач,МСК,до 10,  28 144 ,  39 402 
777715,Установление AZF-микроделеций Y-хромосомы (8 локусов),Цельная кровь,описание результата врачом-генетиком,Внешнее исполнение КЗХ,до 16,  41 539 ,  58 154 
7821RH,Определение резус-фактора (Rh factor Definition),Цельная кровь,Наличие или отсутствие,МСК,до 20,  71 672 ,  100 341 
7207ГРФI,Определение генотипа резус-фактора (RH factor Genotype),Цельная кровь,Описание результата врачом - генетиком,МСК,до 20,  114 560 ,  160 384 
7207БЗ,Определение генотипа резус-фактора (без описания результатов врачом-генетиком) (Genotype of RH factor Definition (without Description)),Цельная кровь,Кач,МСК,до 17,  110 984 ,  155 378 
7831HL,"Типирование генов системы HLA II класса (гены DRB1, DQA1, DQB1) (System Human Leukocyte Antigen (HLA) Class II, Typing (Genes DRB1, DQA1, DQB1))",Цельная кровь,перечисление аллельных вариантов генов,МСК,до 11,  29 592 ,  41 429 
3314GR,Резус-фактор плода. Выявление гена RHD плода в крови матери (RHD gene of the fetus in the mother's blood),Плазма крови,Кач,МСК,до 9,  19 192 ,  26 869 
7831N-HL,"Типирование генов системы HLA II класса - локус DRB1 (System Human Leukocyte Antigen (HLA) Class II, Typing)",Цельная кровь,перечисление аллельных вариантов генов,МСК,до 11,  21 640 ,  30 296 
114ГП,"Тромбозы: расширенная панель (гены F2, F5, MTHFR, MTRR, MTR) (Thrombosis: Advanced Panel (Genes F2, F5, MTHFR, MTRR, MTR))",Цельная кровь,Описание результата врачом - генетиком,МСК,до 13,  13 592 ,  19 029 
138ГП/БЗ,"Гипергомоцистеинемия (гены MTHFR, MTRR, MTR) (без описания результатов врачом-генетиком) (Hyperhomocysteinemia (Genes MTHFR, MTRR, MTR) (without Description))",Цельная кровь,Кач,МСК,до 10,  18 720 ,  26 208 
122ГП,"Гиперагрегация тромбоцитов, полиморфизм гена ITGA2 с.759 С>T  Hyperaggregation of platelets, gene polymorphism ITGA2 с.759 С>T",Цельная кровь,Описание результата врачом - генетиком,МСК,до 13,  11 992 ,  16 789 
122ГП/БЗ,"Гиперагрегация тромбоцитов, полиморфизм гена ITGA2 с.759 С>T (без описания результатов врачом-генетиком) Hyperaggregation of platelets, gene polymorphism ITGA2 с.759 С>T (without description)",Цельная кровь,Кач,МСК,до 9,  9 872 ,  13 821 
7201БЗ,Тромбоцитарный рецептор фибриногена (ген ITGB3) (без описания результатов врачом-генетиком) (Platelet Fibrinogen Receptor (Gene ITGB3) (without Description)),Цельная кровь,Кач,МСК,до 10,  6 272 ,  8 781 
114ГП/БЗ,"Тромбозы: расширенная панель (гены F2, F5, MTHFR, MTRR, MTR) (без описания результатов врачом-генетиком) (Thrombosis: Advanced Panel (Genes F2, F5, MTHFR, MTRR, MTR) (without Description))",Цельная кровь,Кач,МСК,до 10,  23 992 ,  33 589 
19ГП,"Расширенное исследование генов системы гемостаза (гены F2, F5, MTHFR, MTR, MTRR, F13, FGB, ITGA2, ITGВ3, F7, PAI-1) (Extended Study of Hemostatic System (Genes F2, F5, MTHFR, MTR, MTRR, F13, FGB, ITGA2, ITGВ3, F7, PAI-1))",Цельная кровь,Описание результата врачом - генетиком,МСК,до 13,  23 992 ,  33 589 
